GID	SYMBOL	GENENAME
aug_v2a.13372	Fam26f	Protein FAM26F
aug_v2a.15998	slc16a10	Monocarboxylate transporter 10
aug_v2a.01549	SLC16A7	Monocarboxylate transporter 2
aug_v2a.20809	Slc16a2	Monocarboxylate transporter 8
aug_v2a.05387	Slc6a5	Sodium-and chloride-dependent glycine transporter 2
aug_v2a.01819	Slc6a13	Sodium-and chloride-dependent GABA transporter 2
aug_v2a.13836	Slc6a18	Sodium-dependent neutral amino acid transporter B(0)AT3
aug_v2a.19493	SLC6A19	Sodium-dependent neutral amino acid transporter B(0)AT1
aug_v2a.10775	SLC22A15	Solute carrier family 22 member 15
aug_v2a.12147	Slc6a13	Sodium-and chloride-dependent GABA transporter 2
aug_v2a.14034	SLC28A3	Solute carrier family 28 member 3
aug_v2a.18808	SLC28A3	Solute carrier family 28 member 3
aug_v2a.01791	SLC28A3	Solute carrier family 28 member 3
aug_v2a.21990	slc5a9	Sodium/glucose cotransporter 4 (Fragment)
aug_v2a.21020	slc5a9	Sodium/glucose cotransporter 4 (Fragment)
aug_v2a.07374	slc5a9	Sodium/glucose cotransporter 4 (Fragment)
aug_v2a.19983	LRP1	Low-density lipoprotein receptor-related protein 1
aug_v2a.03205	DCHS1	Protocadherin-16
aug_v2a.20288	Ret	Proto-oncogene tyrosine-protein kinase receptor Ret
aug_v2a.18485	EPHA4	Ephrin type-A receptor 4
aug_v2a.00805	Cad96Ca	Tyrosine kinase receptor Cad96Ca
aug_v2a.05725	PTK7	Inactive tyrosine-protein kinase 7
aug_v2a.18002	Kcnh7	Potassium voltage-gated channel subfamily H member 7
aug_v2a.14760	abpC	Gelation factor
aug_v2a.16256	dl	D(5)-like dopamine receptor
aug_v2a.03417	TkR86C	Tachykinin-like peptides receptor 86C
aug_v2a.09350	Nmur2	Neuromedin-U receptor 2
aug_v2a.19092	Trpc5	Short transient receptor potential channel 5
aug_v2a.17925	SLC25A11	Mitochondrial 2-oxoglutarate/malate carrier protein
aug_v2a.03295	AAES_131706	Multidrug resistance-associated protein 7
aug_v2a.16463	v1g159381	Predicted protein
aug_v2a.05605	LGR5	Leucine-rich repeat-containing G-protein coupled receptor 5
aug_v2a.08808	Trpc5	Short transient receptor potential channel 5
aug_v2a.23331	Slc39a14	Zinc transporter ZIP14
aug_v2a.22868	Slc39a14	Zinc transporter ZIP14
aug_v2a.23902	Slc39a14	Zinc transporter ZIP14
aug_v2a.12756	Slc39a14	Zinc transporter ZIP14
aug_v2a.21824	Cntnap1	Contactin-associated protein 1
aug_v2a.01968	CNTNAP2	Contactin-associated protein-like 2 (Fragment)
aug_v2a.13649	CNTNAP2	Contactin-associated protein-like 2
aug_v2a.03967	Cntnap2	Contactin-associated protein-like 2
aug_v2a.12762	Cntnap1	Contactin-associated protein 1
aug_v2a.19215	Abhd16a	Abhydrolase domain-containing protein 16A
aug_v2a.22592	kcnk9	Potassium channel subfamily K member 9
aug_v2a.10100	sup-9	Two pore potassium channel protein sup-9
aug_v2a.08516	sup-9	Two pore potassium channel protein sup-9
aug_v2a.19270	SLC16A3	Monocarboxylate transporter 4
aug_v2a.19404	orai1	Calcium release-activated calcium channel protein 1
aug_v2a.05298	Ggt1	Gamma-glutamyltranspeptidase 1
aug_v2a.14263	Trpa1	Transient receptor potential cation channel subfamily A member 1
aug_v2a.09088	Trpa1	Transient receptor potential cation channel subfamily A member 1
aug_v2a.12511	TRPA1	Transient receptor potential cation channel subfamily A member 1
aug_v2a.12510	TRPA1	Transient receptor potential cation channel subfamily A member 1
aug_v2a.12509	TRPA1	Transient receptor potential cation channel subfamily A member 1
aug_v2a.12513	TRPA1	Transient receptor potential cation channel subfamily A member 1
aug_v2a.12512	TRPA1	Transient receptor potential cation channel subfamily A member 1
aug_v2a.16775	Trpa1	Transient receptor potential cation channel subfamily A member 1
aug_v2a.17245	THBS4	Thrombospondin-4
aug_v2a.01395	nrxn3a	Neurexin-3a
aug_v2a.15501	v1g213239	Predicted protein
aug_v2a.16028	CD151	CD151 antigen
aug_v2a.12709	TSPAN9	Tetraspanin-9
aug_v2a.01919	Tspan31	Tetraspanin-31
aug_v2a.21427	tspan33	Tetraspanin-33
aug_v2a.17241	TSPAN33	Tetraspanin-33
aug_v2a.13680	TSPAN33	Tetraspanin-33
aug_v2a.18177	TSPAN33	Tetraspanin-33
aug_v2a.06588	TSPAN11	Tetraspanin-11
aug_v2a.15268	Tspan11	Tetraspanin-11
aug_v2a.03478	v1g135421	Predicted protein (Fragment)
aug_v2a.22934	SLC16A3	Monocarboxylate transporter 4
aug_v2a.02140	KCNMB3	Calcium-activated potassium channel subunit beta-3
aug_v2a.05826	PTCH1	Protein patched-like 1
aug_v2a.15577	Orct	Organic cation transporter protein
aug_v2a.17737	Slco4a1	Solute carrier organic anion transporter family member 4A1
aug_v2a.23653	amt-3	Putative ammonium transporter 3
aug_v2a.14239	amt-3	Putative ammonium transporter 3
aug_v2a.14238	amt-3	Putative ammonium transporter 3
aug_v2a.16258	amt-3	Putative ammonium transporter 3
aug_v2a.06160	SLC16A3	Monocarboxylate transporter 4
aug_v2a.10118	TRPC5	Short transient receptor potential channel 5
aug_v2a.23533	Trpc6	Short transient receptor potential channel 6
aug_v2a.04820	Slc5a3	Sodium/myo-inositol cotransporter
aug_v2a.01749	Mfsd3	Major facilitator superfamily domain-containing protein 3
aug_v2a.09009	SLC4A8	Electroneutral sodium bicarbonate exchanger 1
aug_v2a.03326	v1g247942	Predicted protein
aug_v2a.03327	Slco4a1	Solute carrier organic anion transporter family member 4A1
aug_v2a.13425	Kcnj6	G protein-activated inward rectifier potassium channel 2
aug_v2a.11481	SLC1A1	Excitatory amino acid transporter 3
aug_v2a.09102	SLC1A1	Excitatory amino acid transporter 3
aug_v2a.12567	SLC1A1	Excitatory amino acid transporter 3
aug_v2a.09104	SLC1A1	Excitatory amino acid transporter 3
aug_v2a.09101	SLC1A1	Excitatory amino acid transporter 3
aug_v2a.12568	SLC1A1	Excitatory amino acid transporter 3
aug_v2a.09499	SLC22A15	Solute carrier family 22 member 15
aug_v2a.00882	SLC28A3	Solute carrier family 28 member 3
aug_v2a.15273	SLC28A3	Solute carrier family 28 member 3
aug_v2a.11710	IGF1R	Insulin-like growth factor 1 receptor
aug_v2a.23936	SLC7A1	High affinity cationic amino acid transporter 1
aug_v2a.16425	SLC7A2	Low affinity cationic amino acid transporter 2
aug_v2a.13809	Mospd2	Motile sperm domain-containing protein 2
aug_v2a.23335	Ppap2a	Lipid phosphate phosphohydrolase 1
aug_v2a.09728	twk-7	TWiK family of potassium channels protein 7
aug_v2a.08541	Slc15a2	Solute carrier family 15 member 2
aug_v2a.13532	Oprk1	Kappa-type opioid receptor
aug_v2a.20910	PROKR2	Prokineticin receptor 2
aug_v2a.14112	NPFFR2	Neuropeptide FF receptor 2
aug_v2a.00549	AWC38_SpisGene23794	G-protein coupled receptor GRL101
aug_v2a.01418	GLR3.1	Glutamate receptor 3.1
aug_v2a.22795	Grm7	Metabotropic glutamate receptor 7
aug_v2a.04700	SLC18B1	MFS-type transporter SLC18B1
aug_v2a.01437	Slc18b1	MFS-type transporter SLC18B1
aug_v2a.03706	v1g196785	Predicted protein
aug_v2a.14319	v1g238062	Predicted protein
aug_v2a.07861	Kcnj12	ATP-sensitive inward rectifier potassium channel 12
aug_v2a.02402	SLC24A2	Sodium/potassium/calcium exchanger 2
aug_v2a.18979	v1g238581	Predicted protein
aug_v2a.14289	rft2	Riboflavin transporter 2
aug_v2a.08333	rft2	Riboflavin transporter 2
aug_v2a.15408	sup-9	Two pore potassium channel protein sup-9
aug_v2a.17608	sup-9	Two pore potassium channel protein sup-9
aug_v2a.23122	Ddr2	Discoidin domain-containing receptor 2
aug_v2a.06252	Slc24a5	Sodium/potassium/calcium exchanger 5
aug_v2a.06251	slc24a5	Sodium/potassium/calcium exchanger 5
aug_v2a.12859	Cnga3	Cyclic nucleotide-gated cation channel alpha-3
aug_v2a.22020	Ncam2	Neural cell adhesion molecule 2
aug_v2a.14220	DSCAM	Down syndrome cell adhesion molecule
aug_v2a.13569	PPAPDC1A	Phosphatidate phosphatase PPAPDC1A
aug_v2a.12827	v1g211491	Predicted protein
aug_v2a.07010	NGFR	Tumor necrosis factor receptor superfamily member 16
aug_v2a.15654	Grm3	Metabotropic glutamate receptor 3
aug_v2a.00666	ATP13A3	Putative cation-transporting ATPase 13A3
aug_v2a.00667	ATP13A3	Putative cation-transporting ATPase 13A3
aug_v2a.00495	v1g82333	Predicted protein
aug_v2a.00791	v1g96957	Predicted protein (Fragment)
aug_v2a.18091	KCNA1	Potassium voltage-gated channel subfamily A member 1
aug_v2a.07530	scnn1g-b	Amiloride-sensitive sodium channel subunit gamma-2
aug_v2a.01864	Slc39a14	Zinc transporter ZIP14
aug_v2a.18174	QRFPR	Pyroglutamylated RFamide peptide receptor (Fragment)
aug_v2a.11588	TkR86C	Tachykinin-like peptides receptor 86C
aug_v2a.21661	SDK1	Protein sidekick-1
aug_v2a.11064	SDK2	Protein sidekick-2
aug_v2a.04798	CACNB2	Voltage-dependent L-type calcium channel subunit beta-2
aug_v2a.21895	Ca-alpha1D	Voltage-dependent calcium channel type D subunit alpha-1
aug_v2a.17938	ATP1B1	Sodium/potassium-transporting ATPase subunit beta-1
aug_v2a.18298	CAC	Voltage-dependent calcium channel type A subunit alpha-1
aug_v2a.08079	Cacna1s	Voltage-dependent L-type calcium channel subunit alpha-1S
aug_v2a.23836	CAC	Voltage-dependent calcium channel type A subunit alpha-1
aug_v2a.12097	Chrna7	Neuronal acetylcholine receptor subunit alpha-7
aug_v2a.05056	Chrna7	Neuronal acetylcholine receptor subunit alpha-7
aug_v2a.15893	CHRNA7	Neuronal acetylcholine receptor subunit alpha-7
aug_v2a.14637	CHRNA7	Neuronal acetylcholine receptor subunit alpha-7
aug_v2a.20744	CHRNA7	Neuronal acetylcholine receptor subunit alpha-7
aug_v2a.20787	CHRNA7	Neuronal acetylcholine receptor subunit alpha-7
aug_v2a.03993	Chrna7	Neuronal acetylcholine receptor subunit alpha-7
aug_v2a.11069	Chrna3	Neuronal acetylcholine receptor subunit alpha-3
aug_v2a.15124	CHRNA9	Neuronal acetylcholine receptor subunit alpha-9
aug_v2a.01163	CHRNA3	Neuronal acetylcholine receptor subunit alpha-3
aug_v2a.01164	CHRNA3	Neuronal acetylcholine receptor subunit alpha-3
aug_v2a.12000	CHRNA7	Neuronal acetylcholine receptor subunit alpha-7
aug_v2a.11311	Chrnb3	Neuronal acetylcholine receptor subunit beta-3
aug_v2a.19079	CHRNA3	Neuronal acetylcholine receptor subunit alpha-3
aug_v2a.20596	CHRNA3	Neuronal acetylcholine receptor subunit alpha-3
aug_v2a.01161	CHRNA7	Neuronal acetylcholine receptor subunit alpha-7
aug_v2a.03992	CHRNA7	Neuronal acetylcholine receptor subunit alpha-7
aug_v2a.07222	CHRNA10	Neuronal acetylcholine receptor subunit alpha-10
aug_v2a.18231	CHRNA10	Neuronal acetylcholine receptor subunit alpha-10
aug_v2a.02739	GPECTOR_413g260	Uncharacterized protein
aug_v2a.00308	CLN3	Battenin
aug_v2a.14247	BTN1	Protein BTN1
aug_v2a.14245	BTN1	Protein BTN1
aug_v2a.03073	v1g20960	Predicted protein (Fragment)
aug_v2a.21801	NOS1	Nitric oxide synthase 1 (Neuronal) (Fragment)
aug_v2a.05719	Nos1	"Nitric oxide synthase, brain"
aug_v2a.00986	KIF18A	Kinesin-like protein KIF18A
aug_v2a.11418	adra1a	Alpha-1A adrenergic receptor
aug_v2a.14516	ADRB1	Beta-1 adrenergic receptor
aug_v2a.14241	Cacna1i	Voltage-dependent T-type calcium channel subunit alpha-1I
aug_v2a.15600	CAV2	Caveolin-2
aug_v2a.01584	pbsA1	Heme oxygenase 1
aug_v2a.21170	Slc8a2	Sodium/calcium exchanger 2
aug_v2a.05989	Bmpr1b	Bone morphogenetic protein receptor type-1B
aug_v2a.04132	PACSIN2	Protein kinase C and casein kinase substrate in neurons protein 2
aug_v2a.21767	Myof	Myoferlin
aug_v2a.08187	Myof	Myoferlin
aug_v2a.16169	DYSF	Dysferlin
aug_v2a.02339	DYSF	Dysferlin
aug_v2a.19355	Myof	Myoferlin
aug_v2a.07434	FLII	Protein flightless-1-like
aug_v2a.15526	Gipc1	PDZ domain-containing protein GIPC1
aug_v2a.11810	Ptprd	Receptor-type tyrosine-protein phosphatase delta
aug_v2a.17743	Add1	Alpha-adducin
aug_v2a.24128	MYO1C	Unconventional myosin-Ic
aug_v2a.00770	Eps8	Epidermal growth factor receptor kinase substrate 8
aug_v2a.01345	Rgs19	Regulator of G-protein signaling 19
aug_v2a.11170	MACF1	"Microtubule-actin cross-linking factor 1, isoforms 1/2/3/5"
aug_v2a.15432	lgals3bpa	Galectin-3-binding protein A
aug_v2a.17665	PTPRA	Receptor-type tyrosine-protein phosphatase alpha
aug_v2a.18386	PTPRA	Receptor-type tyrosine-protein phosphatase alpha
aug_v2a.12161	fcho2	FCH domain only protein 2
aug_v2a.17821	Vldlr	Very low-density lipoprotein receptor
aug_v2a.24722	Ocrl	Inositol polyphosphate 5-phosphatase OCRL-1
aug_v2a.17453	ARRB1	Beta-arrestin-1
aug_v2a.05474	Nck1	Cytoplasmic protein NCK1
aug_v2a.05396	L798_05612	Chromosomal serine/threonine-protein kinase JIL-1
aug_v2a.12987	SYK	Tyrosine-protein kinase SYK
aug_v2a.05101	CSK	Tyrosine-protein kinase CSK
aug_v2a.22060	Plekhg5	Pleckstrin-likey domain-containing family G member 5
aug_v2a.19840	SH3KBP1	SH3 domain-containing kinase-binding protein 1
aug_v2a.23547	CSK	Tyrosine-protein kinase CSK
aug_v2a.05724	PTK7	Inactive tyrosine-protein kinase 7
aug_v2a.18525	Lims1	LIM and senescent cell antigen-like-containing domain protein 1
aug_v2a.15775	grb2	Growth factor receptor-bound protein 2b
aug_v2a.14202	107362328	Uncharacterized protein
aug_v2a.08167	Heg1	Protein HEG-like 1
aug_v2a.18554	Grhl2	Grainyhead-like protein 2-like
aug_v2a.03632	PIKFYVE	1-phosphatidylinositol 3-phosphate 5-kinase
aug_v2a.23898	EGF1	Fibropellin-1
aug_v2a.21279	Cdh23	Cadherin-23
aug_v2a.22891	Cdh23	Cadherin-23
aug_v2a.13179	ds	Protein dachsous
aug_v2a.10196	FAT1	Protocadherin Fat 1
aug_v2a.10197	FAT1	Protocadherin Fat 1
aug_v2a.10198	FAT1	Protocadherin Fat 1
aug_v2a.24538	LPP	Lipoma-preferred partner-like
aug_v2a.14323	Src42A	Tyrosine-protein kinase Src42A
aug_v2a.18898	Src42A	Tyrosine-protein kinase Src42A
aug_v2a.09697	Loxhd1	Lipoxygenase-likey domain-containing protein 1
aug_v2a.03742	CTNND2	Catenin delta-2
aug_v2a.19240	Frmd5	FERM domain-containing protein 5
aug_v2a.05106	Myo1e	Unconventional myosin-Ie
aug_v2a.20289	Ahi1	Jouberin
aug_v2a.24296	Ahi1	Jouberin
aug_v2a.11705	jub	LIM domain-containing protein jub
aug_v2a.12867	mbt	Serine/threonine-protein kinase PAK mbt
aug_v2a.11678	ASZ78_013654	Uncharacterized protein
aug_v2a.05988	Frmd4a	FERM domain-containing protein 4A
aug_v2a.20782	Frmd4a	FERM domain-containing protein 4A
aug_v2a.10210	Tbcd	Tubulin-specific chaperone D
aug_v2a.09423	Tbcd	Tubulin-specific chaperone D
aug_v2a.10862	NPHP1	Nephrocystin-1
aug_v2a.07055	CD163	Scavenger receptor cysteine-rich type 1 protein M130
aug_v2a.23931	Magi2	"Membrane-associated guanylate kinase, WW and PDZ domain-containing protein 2"
aug_v2a.03324	NOTCH2	Neurogenic locus notch-like protein 2
aug_v2a.12619	VWDE	von Willebrand factor D and EGF domain-containing protein
aug_v2a.06325	Gm996	Uncharacterized protein C9orf172-like
aug_v2a.06324	Gm996	Uncharacterized protein C9orf172-like
aug_v2a.24754	jag1b	Protein jagged-1b
aug_v2a.09155	TNK2	Activated CDC42 kinase 1
aug_v2a.13855	Apc	Adenomatous polyposis coli protein
aug_v2a.03916	epha3	Ephrin type-A receptor 3
aug_v2a.13889	Epha5	Ephrin type-A receptor 5
aug_v2a.11743	CTNND2	Catenin delta-2
aug_v2a.21853	SDCBP	Syntenin-1
aug_v2a.11516	v1g174672	Predicted protein
aug_v2a.06707	Pard3	Partitioning defective 3-like
aug_v2a.11949	jag1b	Protein jagged-1b
aug_v2a.15346	MYL9	Myosin regulatory light polypeptide 9
aug_v2a.15314	SINV_14310	Uncharacterized protein (Fragment)
aug_v2a.08029	NF2	Merlin
aug_v2a.18834	NF2	Merlin
aug_v2a.13034	Eif4g2	Eukaryotic translation initiation factor 4 gamma 2
aug_v2a.06734	Add1	Alpha-adducin
aug_v2a.14379	Add1	Alpha-adducin
aug_v2a.09368	NDRG1	Protein NDRG1
aug_v2a.23807	v1g246683	Predicted protein
aug_v2a.17468	cdh-4	Cadherin-4 (Fragment)
aug_v2a.00996	cdh-4	Cadherin-4 (Fragment)
aug_v2a.04639	TMOD1	Tropomodulin-1
aug_v2a.15276	AOC1	Amiloride-sensitive amine oxidase [copper-containing]
aug_v2a.00362	ACTN1	Alpha-actinin-1
aug_v2a.04462	Traf4	TNF receptor-associated factor 4
aug_v2a.15461	Traf4	TNF receptor-associated factor 4
aug_v2a.16140	Traf3	TNF receptor-associated factor 3
aug_v2a.18413	TRAF6	TNF receptor-associated factor 6
aug_v2a.11178	TRAF6	TNF receptor-associated factor 6
aug_v2a.16686	traf6	TNF receptor-associated factor 6
aug_v2a.04463	Traf4	TNF receptor-associated factor 4
aug_v2a.20266	Traf4	TNF receptor-associated factor 4
aug_v2a.05655	TRAF4	TNF receptor-associated factor 4
aug_v2a.15460	TRAF4	TNF receptor-associated factor 4
aug_v2a.20009	TRAF4	TNF receptor-associated factor 4
aug_v2a.16435	Traf4	TNF receptor-associated factor 4
aug_v2a.16326	Traf5	TNF receptor-associated factor 5
aug_v2a.15701	SYMPK	Symplekin
aug_v2a.12534	SYMPK	Symplekin
aug_v2a.06590	Plxdc1	Plexin domain-containing protein 1
aug_v2a.01955	ARHGAP44	Rho GTPase-activating protein 44
aug_v2a.23467	Magi2	"Membrane-associated guanylate kinase, WW and PDZ domain-containing protein 2"
aug_v2a.23932	Magi2	"Membrane-associated guanylate kinase, WW and PDZ domain-containing protein 2"
aug_v2a.04764	Nphp4	Nephrocystin-4
aug_v2a.05277	MICALL2	MICAL-like protein 2
aug_v2a.08515	Ngly1	Peptide-N(4)-(N-acetyl-beta-glucosaminyl)asparagine amidase
aug_v2a.02275	AWC38_SpisGene18227	Ras-related protein Rab-10
aug_v2a.09646	AWC38_SpisGene20647	Uncharacterized protein
aug_v2a.01473	ECT2	Protein ECT2
aug_v2a.23123	MPP5	MAGUK p55 subfamily member 5
aug_v2a.06625	mpp7	MAGUK p55 subfamily member 7
aug_v2a.12631	Aoc1	Amiloride-sensitive amine oxidase [copper-containing]
aug_v2a.24130	Aoc1	Amiloride-sensitive amine oxidase [copper-containing]
aug_v2a.04934	AOC1	Amiloride-sensitive amine oxidase [copper-containing]
aug_v2a.04032	Aoc1	Amiloride-sensitive amine oxidase [copper-containing]
aug_v2a.07599	GIT2	ARF GTPase-activating protein GIT2
aug_v2a.18761	EPHA2	Ephrin type-A receptor 2
aug_v2a.16681	v1g238062	Predicted protein
aug_v2a.06094	AWC38_SpisGene14147	G-protein coupled receptor GRL101
aug_v2a.09872	FOCAD	Focadhesin
aug_v2a.09871	FOCAD	Focadhesin
aug_v2a.01707	Ubox5	RING finger protein 37
aug_v2a.13901	FHL2	Four and a half LIM domains protein 2
aug_v2a.09703	Neurl2	Neuralized-like protein 2
aug_v2a.07306	CCDC147	Coiled-coil domain-containing protein 147
aug_v2a.04880	TTC18	Tetratricopeptide repeat protein 18 (Fragment)
aug_v2a.21110	TTC18	Tetratricopeptide repeat protein 18 (Fragment)
aug_v2a.16148	SPEC3	Protein SPEC3
aug_v2a.15327	cwc2	Pre-mRNA-splicing factor cwc2
aug_v2a.18828	daw1	Dynein assembly factor with WDR repeat domains 1
aug_v2a.20885	ADCY6	Adenylate cyclase type 6
aug_v2a.00258	Tulp3	Tubby-related protein 3
aug_v2a.03628	Sufu	Suppressor of fused-like
aug_v2a.21626	Sufu	Suppressor of fused-like
aug_v2a.08542	FLCN	Folliculin
aug_v2a.19113	FLCN	Folliculin
aug_v2a.02130	FLCN	Folliculin
aug_v2a.20412	FLCN	Folliculin
aug_v2a.20716	WDR11	WD repeat-containing protein 11
aug_v2a.02069	PKM	Pyruvate kinase PKM
aug_v2a.16025	TNPO1	Transportin-1
aug_v2a.20935	TTC21B	Tetratricopeptide repeat protein 21B
aug_v2a.12959	Wdr19	WD repeat-containing protein 19
aug_v2a.05511	v1g244089	Predicted protein
aug_v2a.03842	v1g244089	Predicted protein
aug_v2a.23124	rsph9	Radial spoke head protein 9-like
aug_v2a.10326	A6R68_02926	Uncharacterized protein
aug_v2a.07844	TTLL9	Putative tubulin polyglutamylase TTLL9
aug_v2a.09500	Ttll4	Tubulin polyglutamylase TTLL4
aug_v2a.01728	Ttll5	Tubulin polyglutamylase TTLL5
aug_v2a.09436	ODF2	Outer dense fiber protein 2
aug_v2a.11100	ODF2	Outer dense fiber protein 2
aug_v2a.22532	daw1	Dynein assembly factor with WDR repeat domains 1
aug_v2a.12793	daw1	Dynein assembly factor with WDR repeat domains 1
aug_v2a.16884	ANKS6	Ankyrin repeat and SAM domain-containing protein 6
aug_v2a.18186	AWC38_SpisGene3372	"Dynein intermediate chain 2, ciliary"
aug_v2a.00202	AWC38_SpisGene3372	"Dynein intermediate chain 2, ciliary"
aug_v2a.07006	AWC38_SpisGene3372	"Dynein intermediate chain 2, ciliary"
aug_v2a.09649	AWC38_SpisGene9615	"Dynein intermediate chain 3, ciliary"
aug_v2a.19203	Dnah5	"Dynein heavy chain 5, axonemal"
aug_v2a.23576	DNAH10	"Dynein heavy chain 10, axonemal"
aug_v2a.17805	DNAH10	"Dynein heavy chain 10, axonemal"
aug_v2a.20612	DYH1B	Cytoplasmic dynein 2 heavy chain 1
aug_v2a.20611	DYH1B	Cytoplasmic dynein 2 heavy chain 1
aug_v2a.20610	DYH1B	Cytoplasmic dynein 2 heavy chain 1
aug_v2a.11684	v1g113459	Predicted protein
aug_v2a.12923	I79_011954	Tubulin polyglutamylase TTLL7
aug_v2a.20345	tbc1d32	Protein broad-minded
aug_v2a.20318	tbc1d32	Protein broad-minded
aug_v2a.13431	LOC106175004	protein broad-minded-like
aug_v2a.21315	Kif27	Kinesin-like protein KIF27
aug_v2a.06016	Kif27	Kinesin-like protein KIF27
aug_v2a.09653	IFT27	Intraflagellar transport protein 27-like
aug_v2a.15812	Adcy5	Adenylate cyclase type 5
aug_v2a.10697	Rab8b	Ras-related protein Rab-8B
aug_v2a.10696	RAB8B	Ras-related protein Rab-8B
aug_v2a.07326	PKHD1L1	Fibrocystin-L
aug_v2a.16078	Pkhd1l1	Fibrocystin-L
aug_v2a.07140	Pkhd1l1	Fibrocystin-L
aug_v2a.09501	Ttll4	Tubulin polyglutamylase TTLL4
aug_v2a.12805	Ttll11	Tubulin polyglutamylase TTLL11
aug_v2a.20372	TTLL7	Tubulin polyglutamylase TTLL7
aug_v2a.12922	TTLL7	Tubulin polyglutamylase TTLL7
aug_v2a.23078	AWC38_SpisGene6087	UPF0769 protein C21orf59-like
aug_v2a.15054	TMEM218	Transmembrane protein 218
aug_v2a.20483	Pkhd1l1	Fibrocystin-L
aug_v2a.09475	TTC21B	Tetratricopeptide repeat protein 21B
aug_v2a.19877	Olfm1	Noelin
aug_v2a.07101	Olfm1	Noelin
aug_v2a.24189	cep131	Centrosomal protein of 131 kDa
aug_v2a.20582	ORF81140	Uncharacterized protein (Fragment)
aug_v2a.20567	v1g161999	Predicted protein
aug_v2a.16578	Ankmy2	Ankyrin repeat and MYND domain-containing protein 2
aug_v2a.07534	CCDC11	Coiled-coil domain-containing protein 11
aug_v2a.23336	nphp3	Nephrocystin-3
aug_v2a.03450	nphp3	Nephrocystin-3
aug_v2a.06739	nphp3	Nephrocystin-3
aug_v2a.12302	AWC38_SpisGene8880	Kinesin light chain
aug_v2a.08779	TTC28	Tetratricopeptide repeat protein 28
aug_v2a.00139	v1g158977	Predicted protein
aug_v2a.04879	v1g158977	Predicted protein
aug_v2a.14214	Fam49b	Protein FAM49B
aug_v2a.03385	RSPH4A	Radial spoke head 4 homolog A
aug_v2a.15768	Lrrc48	Leucine-rich repeat-containing protein 48
